video_id,canal,tema,idioma_estimado,prioridad,comment_id,parent_id,is_reply,author_display_name,text_original,published_at,updated_at,like_count,reply_count,source_platform,downloaded_at
bHtI3lCm8wU,Economia y Desarrollo,¿Cómo FIDEL CASTRO acabó con la economía de CUBA?,es,Alta,Ugwq7bUSWGnpm7ebu3t4AaABAg,,0,@_yk9ch9hw5q,"No existen países comunistas desarrollados ni calificados ""del primer mundo"", todos los que se califican como desarrollados, son capitalistas. Ni siquiera China, y lo que ha avanzado es gracias a que adoptó una economía capitalista, igual que Vietnam, pese a que son gobernados esos países por tiranías comunistas represoras de las libertades de sus pueblos.. A Europa del este la daban por desarrollada porque mentían en sus cifras (como siempre hacen los comunistas) y no permitían verificarlas, después se supo la verdad. Cuba tuvo mas desarrollo y modernidad siendo capitalista que siendo comunista, ni siquiera el multimillonario subsidio que recibió por tres décadas de la exURSS le hizo detener su cada vez mayor atraso y destrucción, la prosperidad económica nunca fue un objetivo del tirano Fidel Castro (excepto la suya). Los cubanos de a pie hoy no sienten ningún vínculo afectivo con los países comunistas que quedan en Asia (China, Vietnam y Corea del Norte, este último país con un gran nivel de pobreza), pues han padecido una tiranía comunista represiva igual que ellos....por eso los cubanos cuando emigran, nunca lo hacen hacia esos países comunistas, porque no desean seguir viviendo bajo una tiranía comunista, emigran hacia el capitalismo...hacia el comunismo no emigran ni los comunistas",2026-04-04T10:45:50Z,2026-04-04T10:45:50Z,1,0,youtube,2026-04-05T13:39:32.877406
bHtI3lCm8wU,Economia y Desarrollo,¿Cómo FIDEL CASTRO acabó con la economía de CUBA?,es,Alta,UgwFsOHo-nUItE8fGj94AaABAg,,0,@adrianaflores4588,MEXICANOS PONGAN ATENCION!!!!!!,2026-04-04T06:32:22Z,2026-04-04T06:32:22Z,0,0,youtube,2026-04-05T13:39:32.877428
bHtI3lCm8wU,Economia y Desarrollo,¿Cómo FIDEL CASTRO acabó con la economía de CUBA?,es,Alta,UgxDmCTyXr3bwIO9Pmx4AaABAg,,0,@_yk9ch9hw5q,"China para sobrevivir se desligó del estatismo comunista a lo soviético y adoptó una economía capitalista de mercado, aliándose a los EEUU, pero sigue sobreviviendo en el poder el comunismo porque gobierna como una tiranía comunista, sino el pueblo chino, como trató de hacer en Tianamen (y por el cual fueron masacrados), hubiera hace mucho hecho como Europa del este: mandar a su tiranía comunista al basurero de la historia. Pero a falta de otros países para consolarse, la otrora vilipendiada (por los propios comunistas) China, es lo que el rojerío intenta usar ahora como consuelo desesperado para ejemplificar la existencia del socialismo.",2026-04-04T04:43:57Z,2026-04-04T04:43:57Z,1,0,youtube,2026-04-05T13:39:32.877435
bHtI3lCm8wU,Economia y Desarrollo,¿Cómo FIDEL CASTRO acabó con la economía de CUBA?,es,Alta,Ugyo2SIqcbN4BVBUwj14AaABAg,,0,@ronalherrera5175,"DONAL TRUMP  ADMITE QUE EL SOCIALISMO SI FUNCIONA
Gusanos revuélquense de rabia, de dolor, de ardor, cuidado que se les salga la diarrea…

TRUMP  “ Tengo que decir que RESPETO A CHINA   porque es increíble que con un sistema que en teoría no debería funcionar,  si nos fijamos en China, en lo bien que les va, en lo mucho que producen. Es decir, producen tantos coches que incluso hay competiciones para ver quién produce menos, porque tienen muchísimos.
Hay que tener un gran respeto por China por el trabajo que hacen. Te gusten o no, hay que respetarlos  .""

Y los GUSANOS  libertarios defendiendo millonarios en las redes sociales.  
Fuente de la  Noticia  (Marzo 2026) :  Instagram,  Facebook , Tik Tok",2026-04-04T03:28:16Z,2026-04-04T03:28:16Z,0,0,youtube,2026-04-05T13:39:32.877439
bHtI3lCm8wU,Economia y Desarrollo,¿Cómo FIDEL CASTRO acabó con la economía de CUBA?,es,Alta,UgyCw_6VyQglCCmtf-94AaABAg,,0,@_yk9ch9hw5q,"Solo hay que reconstruir la historia de Cuba bajo la bota del tirano Fidel Castro para saber que él fue el destructor de Cuba, de la manera que despilfarró los multimillonarios recursos recibidos de la exURSS para usarlos para promover su imagen megalomaníaca de mesías tercermundista, sin importarle la miseria a la cual arrastraba a los cubanos, y tomando megalomaníacamente decisiones unipersonales sin portarle la manera en que estaba destruyendo a Cuba, es fácil reconstruir la historia de su destrucción",2026-03-31T02:21:42Z,2026-03-31T02:21:42Z,0,0,youtube,2026-04-05T13:39:32.877442
bHtI3lCm8wU,Economia y Desarrollo,¿Cómo FIDEL CASTRO acabó con la economía de CUBA?,es,Alta,Ugz279FcblMli1h3ky14AaABAg,,0,@ericjohn1267,cuba está bien,2026-03-29T02:35:51Z,2026-03-29T02:35:51Z,0,0,youtube,2026-04-05T13:39:32.877448
bHtI3lCm8wU,Economia y Desarrollo,¿Cómo FIDEL CASTRO acabó con la economía de CUBA?,es,Alta,UgxP17Ej_pnzVxBnYFh4AaABAg,,0,@_yk9ch9hw5q,"Dejó a Cuba en la ruina pese a los millonarios recursos que dispuso durante tres décadas de la URSS, y no solo dejó la ruina económica, sino en casi todas las cosas, las construcciones, las familias, las libertades y hasta la destrucción del patriotismo de los cubanos, que hoy adoran mas a los EEUU que antes de 1959",2026-03-22T04:33:29Z,2026-03-22T04:33:29Z,1,0,youtube,2026-04-05T13:39:32.877451
bHtI3lCm8wU,Economia y Desarrollo,¿Cómo FIDEL CASTRO acabó con la economía de CUBA?,es,Alta,Ugx4r9P5kc7vnBmHjtR4AaABAg,,0,@manuelortiz7033,"Son los Estados Unidos,  los que han destruido a Cuba , como destruyen todo pais, que no se déjà sobornar , y que donde los que gobiernan no quieran ser sus sus lacayos !",2026-03-21T16:24:39Z,2026-03-21T16:25:44Z,0,0,youtube,2026-04-05T13:39:32.877455
bHtI3lCm8wU,Economia y Desarrollo,¿Cómo FIDEL CASTRO acabó con la economía de CUBA?,es,Alta,Ugzb7kZe2SlhjD_qIBV4AaABAg,,0,@petervanpunk8946,"..MARZO..2026
....SIN...LUZ..
SIN..PETRÓLEO. 
.SIN.. COMIDA 
..SIN...PRODUCCIÓN
. SIN",2026-03-20T23:55:09Z,2026-03-20T23:55:09Z,0,0,youtube,2026-04-05T13:39:32.877458
bHtI3lCm8wU,Economia y Desarrollo,¿Cómo FIDEL CASTRO acabó con la economía de CUBA?,es,Alta,UgxDANcQbobE33tASIx4AaABAg,,0,@_yk9ch9hw5q,"El encontronazo del General Enrique Loynaz del Castillo (que murió en el año 1963 y fue autor del segundo himno cubano en importancia luego del Himno Nacional) con el tirano Fidel Castro fue anterior a 1959, y fue por el traslado por Castro de la campana de la Demajagua en 1947, con fines políticos, que la exhibieron en el Aula Magna de la Universidad de la Habana, de la cual fue sustraída de esa Universidad durante la noche por desconocidos y entregada al General Loynaz, que en compañía de algunos veteranos la devolvieron al presidente de la República, algo que Castro nunca le perdonó. La declaración entonces de Loynaz fue, que los símbolos patrios no pueden ser objeto de política por ser patrimonio de toda la nación. Ahí está la raíz de la antipatía del tirano Fidel Castro hacia la familia Loynaz, y también por lo de su hija la poetisa de sangre mambisa Dulce María Loynaz con Fidel que entre otras cosas cuando le dijo , "" yo sé bien de donde viene mi padre y su historia, vaya a ver el suyo de donde viene y cuál es su historia”. Recordemos que el padre del tirano Fidel Castro (el gallego Angel Castro) fue un Voluntario del ejército español contra los mambises durante la guerra de independencia y participó en el combate de San Pedro, donde cae el General Maceo, en tanto el General Loynaz salvó a Maceo durante un intento de asesinato que trataron de cometer contra él en Costa Rica organizado por los españoles, mientras Maceo estaba en ese país en los preparativos de la guerra de independencia.",2026-03-20T14:47:14Z,2026-03-20T14:47:14Z,1,0,youtube,2026-04-05T13:39:32.877461
bHtI3lCm8wU,Economia y Desarrollo,¿Cómo FIDEL CASTRO acabó con la economía de CUBA?,es,Alta,UgyNsaj1xobkbc-9e-94AaABAg,,0,@_yk9ch9hw5q,"USA SIEMPRE SEPULTA TARDE O TEMPRANO A SUS ENEMIGOS, HE AHÍ A EUROPA DEL ESTE Y LA EXURSS....CON LA TIRANÍA CASTRISTA NO SERÁ DISTINTO",2026-03-20T14:18:28Z,2026-03-20T14:18:28Z,1,0,youtube,2026-04-05T13:39:32.877464
